Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"VTRNA1-2","Vault RNA 1-2","RNA Gene","","13","GC05P156894","1.34809482097626","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VTRNA1-2"
"KRT1","Keratin 1","Protein Coding","P04264","60","GC12M052674","1.33552122116089","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT1"
"MROCKI","MARCKS Cis Regulating LncRNA Promoter Of Cytokines And Inflammation","RNA Gene","","21","GC06M113869","1.32979655265808","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MROCKI"
"AGR2","Anterior Gradient 2, Protein Disulphide Isomerase Family Member","Protein Coding","O95994","52","GC07M017509","1.32931804656982","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGR2"
"RUVBL2","RuvB Like AAA ATPase 2","Protein Coding","Q9Y230","56","GC19P048993","1.32027316093445","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUVBL2"
"SYNJ2","Synaptojanin 2","Protein Coding","O15056","51","GC06P157981","1.30360090732574","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYNJ2"
"SIX3","SIX Homeobox 3","Protein Coding","O95343","54","GC02P044941","1.30256187915802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIX3"
"CPSF6","Cleavage And Polyadenylation Specific Factor 6","Protein Coding","Q16630","50","GC12P069239","1.28922760486603","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPSF6"
"ROCR","Regulator Of Chondrogenesis RNA","RNA Gene","","21","GC17M092001","1.28895533084869","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ROCR"
"TPM4","Tropomyosin 4","Protein Coding","P67936","52","GC19P132573","1.2740124464035","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPM4"
"SNORA75","Small Nucleolar RNA, H/ACA Box 75","RNA Gene","","18","GC02M231455","1.2707667350769","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORA75"
"DHPS","Deoxyhypusine Synthase","Protein Coding","P49366","56","GC19M100369","1.2703001499176","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHPS"
"GSPT1","G1 To S Phase Transition 1","Protein Coding","P15170","51","GC16M011868","1.26885879039764","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSPT1"
"SNRPD3","Small Nuclear Ribonucleoprotein D3 Polypeptide","Protein Coding","P62318","48","GC22P024555","1.26885879039764","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPD3"
"STK38","Serine/Threonine Kinase 38","Protein Coding","Q15208","48","GC06M036493","1.25496232509613","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK38"
"RIOK1","RIO Kinase 1","Protein Coding","Q9BRS2","48","GC06P007389","1.25357925891876","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIOK1"
"SKAP1-AS2","SKAP1 Antisense RNA 2","RNA Gene","","20","GC17P134019","1.25254988670349","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKAP1-AS2"
"DDX5","DEAD-Box Helicase 5","Protein Coding","P17844","58","GC17M064498","1.25239813327789","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX5"
"NSFL1C","NSFL1 Cofactor","Protein Coding","Q9UNZ2","50","GC20M001442","1.2484118938446","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSFL1C"
"GNB1","G Protein Subunit Beta 1","Protein Coding","P62873","58","GC01M001785","1.2429780960083","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNB1"
"PRPS2","Phosphoribosyl Pyrophosphate Synthetase 2","Protein Coding","P11908","54","GC0XP012791","1.24002373218536","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPS2"
"TRR-TCT2-1","TRNA-Arg (Anticodon TCT) 2-1","RNA Gene","","11","GC17P132684","1.23455357551575","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRR-TCT2-1"
"EIF3H","Eukaryotic Translation Initiation Factor 3 Subunit H","Protein Coding","O15372","52","GC08M116642","1.23246717453003","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF3H"
"CXCR1","C-X-C Motif Chemokine Receptor 1","Protein Coding","P25024","56","GC02M218162","1.23010885715485","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR1"
"FOXL2","Forkhead Box L2","Protein Coding","P58012","55","GC03M138944","1.22236204147339","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXL2"
"BICDL3P","BICD Family Like 3, Pseudogene","Pseudogene","","24","GC07P090933","1.2084983587265","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BICDL3P"
"TDO2","Tryptophan 2,3-Dioxygenase","Protein Coding","P48775","58","GC04P155854","1.20436525344849","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TDO2"
"UFD1","Ubiquitin Recognition Factor In ER Associated Degradation 1","Protein Coding","Q92890","56","GC22M020427","1.20307433605194","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UFD1"
"KIN","Kin17 DNA And RNA Binding Protein","Protein Coding","O60870","46","GC10M007750","1.19615936279297","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIN"
"MRPL18","Mitochondrial Ribosomal Protein L18","Protein Coding","Q9H0U6","40","GC06P159789","1.18954396247864","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL18"
"BAG2","BAG Cochaperone 2","Protein Coding","O95816","52","GC06P057172","1.18668437004089","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAG2"
"PRLR","Prolactin Receptor","Protein Coding","P16471","61","GC05M035048","1.18490028381348","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRLR"
"GRIK5","Glutamate Ionotropic Receptor Kainate Type Subunit 5","Protein Coding","Q16478","56","GC19M041998","1.17087578773499","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIK5"
"PLA2G1B","Phospholipase A2 Group IB","Protein Coding","P04054","56","GC12M120322","1.17015469074249","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G1B"
"SNRPF","Small Nuclear Ribonucleoprotein Polypeptide F","Protein Coding","P62306","47","GC12P095858","1.16932857036591","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPF"
"FADS6","Fatty Acid Desaturase 6","Protein Coding","Q8N9I5","40","GC17M090322","1.16669714450836","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FADS6"
"SERPIND1","Serpin Family D Member 1","Protein Coding","P05546","58","GC22P080899","1.16510224342346","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPIND1"
"SLC25A36","Solute Carrier Family 25 Member 36","Protein Coding","Q96CQ1","47","GC03P140941","1.15435135364532","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A36"
"WARS1","Tryptophanyl-TRNA Synthetase 1","Protein Coding","P23381","59","GC14M122090","1.1530522108078","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WARS1"
"CCL16","C-C Motif Chemokine Ligand 16","Protein Coding","O15467","45","GC17M035976","1.15225064754486","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL16"
"TRIM5","Tripartite Motif Containing 5","Protein Coding","Q9C035","54","GC11M013462","1.15060377120972","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM5"
"ATP6V1B2","ATPase H+ Transporting V1 Subunit B2","Protein Coding","P21281","59","GC08P020197","1.14895617961884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1B2"
"LAP3","Leucine Aminopeptidase 3","Protein Coding","P28838","54","GC04P026887","1.14085388183594","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAP3"
"MCHR2","Melanin Concentrating Hormone Receptor 2","Protein Coding","Q969V1","48","GC06M101263","1.13726902008057","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCHR2"
"BCAT1","Branched Chain Amino Acid Transaminase 1","Protein Coding","P54687","56","GC12M024810","1.12829613685608","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCAT1"
"RGPD2","RANBP2 Like And GRIP Domain Containing 2","Protein Coding","P0DJD1","40","GC02M087755","1.12349224090576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RGPD2"
"EFS","Embryonal Fyn-Associated Substrate","Protein Coding","O43281","46","GC14M023356","1.12153792381287","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFS"
"HNRNPAB","Heterogeneous Nuclear Ribonucleoprotein A/B","Protein Coding","Q99729","49","GC05P178204","1.12013626098633","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPAB"
"KRT19","Keratin 19","Protein Coding","P08727","56","GC17M041523","1.12004745006561","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT19"
"SLC30A9","Solute Carrier Family 30 Member 9","Protein Coding","Q6PML9","53","GC04P041992","1.11543488502502","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC30A9"
"ASPN","Asporin","Protein Coding","Q9BXN1","54","GC09M118087","1.11225032806396","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASPN"
"SF3A3","Splicing Factor 3a Subunit 3","Protein Coding","Q12874","49","GC01M037956","1.10846757888794","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3A3"
"FASTKD5","FAST Kinase Domains 5","Protein Coding","Q7L8L6","42","GC20M004225","1.09631204605103","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FASTKD5"
"HYKK","Hydroxylysine Kinase","Protein Coding","A2RU49","42","GC15P078507","1.09455156326294","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HYKK"
"RAB1A","RAB1A, Member RAS Oncogene Family","Protein Coding","P62820","53","GC02M065097","1.09219229221344","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB1A"
"CA1","Carbonic Anhydrase 1","Protein Coding","P00915","59","GC08M085327","1.0799914598465","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA1"
"IPPK","Inositol-Pentakisphosphate 2-Kinase","Protein Coding","Q9H8X2","47","GC09M092613","1.07946848869324","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IPPK"
"ZBTB20","Zinc Finger And BTB Domain Containing 20","Protein Coding","Q9HC78","52","GC03M114315","1.07334554195404","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB20"
"SLC4A2","Solute Carrier Family 4 Member 2","Protein Coding","P04920","54","GC07P151057","1.07109618186951","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC4A2"
"SOX12","SRY-Box Transcription Factor 12","Protein Coding","O15370","41","GC20P000325","1.07029855251312","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX12"
"LNPEP","Leucyl And Cystinyl Aminopeptidase","Protein Coding","Q9UIQ6","58","GC05P096935","1.06941032409668","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LNPEP"
"ZNF362","Zinc Finger Protein 362","Protein Coding","Q5T0B9","41","GC01P067624","1.06531918048859","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF362"
"PPA1","Inorganic Pyrophosphatase 1","Protein Coding","Q15181","52","GC10M070202","1.06226515769958","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPA1"
"CARD19","Caspase Recruitment Domain Family Member 19","Protein Coding","Q96LW7","38","GC09P103625","1.05768716335297","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARD19"
"GART","Phosphoribosylglycinamide Formyltransferase, Phosphoribosylglycinamide Synthetase, Phosphoribosylaminoimidazole Synthetase","Protein Coding","P22102","55","GC21M033503","1.05657172203064","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GART"
"INTS2","Integrator Complex Subunit 2","Protein Coding","Q9H0H0","43","GC17M061865","1.05612874031067","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INTS2"
"DPEP1","Dipeptidase 1","Protein Coding","P16444","56","GC16P089613","1.03783941268921","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPEP1"
"IL17RB","Interleukin 17 Receptor B","Protein Coding","Q9NRM6","52","GC03P061700","1.03153705596924","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL17RB"
"AFF1","ALF Transcription Elongation Factor 1","Protein Coding","P51825","50","GC04P086949","1.03153705596924","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFF1"
"ABCA2","ATP Binding Cassette Subfamily A Member 2","Protein Coding","Q9BZC7","55","GC09M137007","1.03119301795959","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCA2"
"ACCS","1-Aminocyclopropane-1-Carboxylate Synthase Homolog (Inactive)","Protein Coding","Q96QU6","47","GC11P044143","1.03044593334198","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACCS"
"F13B","Coagulation Factor XIII B Chain","Protein Coding","P05160","51","GC01M197008","1.02005410194397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F13B"
"SRSF11","Serine And Arginine Rich Splicing Factor 11","Protein Coding","Q05519","50","GC01P070217","1.01673352718353","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRSF11"
"RHOJ","Ras Homolog Family Member J","Protein Coding","Q9H4E5","41","GC14P063204","1.01612234115601","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOJ"
"INPP5B","Inositol Polyphosphate-5-Phosphatase B","Protein Coding","P32019","52","GC01M037860","1.00923418998718","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INPP5B"
"KLF15","KLF Transcription Factor 15","Protein Coding","Q9UIH9","51","GC03M126293","1.00176644325256","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF15"
"EVPL","Envoplakin","Protein Coding","Q92817","49","GC17M076004","0.993839800357819","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EVPL"
"PTGES","Prostaglandin E Synthase","Protein Coding","O14684","54","GC09M129738","0.992901563644409","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGES"
"ASGR1","Asialoglycoprotein Receptor 1","Protein Coding","P07306","53","GC17M007173","0.971844553947449","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASGR1"
"TIGD4","Tigger Transposable Element Derived 4","Protein Coding","Q8IY51","41","GC04M152769","0.967231214046478","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIGD4"
"SDF2","Stromal Cell Derived Factor 2","Protein Coding","Q99470","44","GC17M088843","0.960595726966858","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDF2"
"MIR641","MicroRNA 641","RNA Gene","","17","GC19M040282","0.957014679908752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR641"
"LINC01191","Long Intergenic Non-Protein Coding RNA 1191","RNA Gene","","19","GC02P148597","0.953919291496277","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01191"
"LCN1","Lipocalin 1","Protein Coding","P31025","49","GC09P135521","0.945359468460083","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCN1"
"ACYP1","Acylphosphatase 1","Protein Coding","P07311","49","GC14M075053","0.936373829841614","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACYP1"
"NEFM","Neurofilament Medium Chain","Protein Coding","P07197","56","GC08P024913","0.927483201026917","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEFM"
"SIRT4","Sirtuin 4","Protein Coding","Q9Y6E7","51","GC12P120291","0.925427079200745","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT4"
"SLC38A5","Solute Carrier Family 38 Member 5","Protein Coding","Q8WUX1","46","GC0XM048458","0.923673689365387","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC38A5"
"RPS8","Ribosomal Protein S8","Protein Coding","P62241","49","GC01P044775","0.907102823257446","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS8"
"SERPINA6","Serpin Family A Member 6","Protein Coding","P08185","58","GC14M122025","0.905851602554321","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINA6"
"SLC25A28","Solute Carrier Family 25 Member 28","Protein Coding","Q96A46","48","GC10M099610","0.90143620967865","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A28"
"MTIF3","Mitochondrial Translational Initiation Factor 3","Protein Coding","Q9H2K0","45","GC13M027436","0.90143620967865","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTIF3"
"LAPTM4A","Lysosomal Protein Transmembrane 4 Alpha","Protein Coding","Q15012","47","GC02M020032","0.899692237377167","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAPTM4A"
"ADPRH","ADP-Ribosylarginine Hydrolase","Protein Coding","P54922","47","GC03P119579","0.895643055438995","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADPRH"
"PUF60","Poly(U) Binding Splicing Factor 60","Protein Coding","Q9UHX1","54","GC08M143816","0.893484354019165","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PUF60"
"NARS1","Asparaginyl-TRNA Synthetase 1","Protein Coding","O43776","57","GC18M057601","0.888492286205292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NARS1"
"ASGR2","Asialoglycoprotein Receptor 2","Protein Coding","P07307","51","GC17M007101","0.885566592216492","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASGR2"
"NOC2L","NOC2 Like Nucleolar Associated Transcriptional Repressor","Protein Coding","Q9Y3T9","45","GC01M016223","0.885492622852325","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOC2L"
"EPPK1","Epiplakin 1","Protein Coding","P58107","41","GC08M143857","0.884403944015503","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPPK1"
"TOMM34","Translocase Of Outer Mitochondrial Membrane 34","Protein Coding","Q15785","45","GC20M044942","0.881906449794769","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOMM34"
"PDHA2","Pyruvate Dehydrogenase E1 Subunit Alpha 2","Protein Coding","P29803","55","GC04P095840","0.869650840759277","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDHA2"
"HOXA2","Homeobox A2","Protein Coding","O43364","51","GC07M027100","0.869650840759277","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXA2"
"SHMT1","Serine Hydroxymethyltransferase 1","Protein Coding","P34896","56","GC17M088632","0.869434475898743","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHMT1"
"TRPV3","Transient Receptor Potential Cation Channel Subfamily V Member 3","Protein Coding","Q8NET8","55","GC17M088088","0.86215078830719","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPV3"
"ALX1","ALX Homeobox 1","Protein Coding","Q15699","50","GC12P085279","0.859661221504211","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALX1"
"SLC17A6","Solute Carrier Family 17 Member 6","Protein Coding","Q9P2U8","52","GC11P022359","0.850740075111389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC17A6"
"ZNRF1","Zinc And Ring Finger 1","Protein Coding","Q8ND25","44","GC16P074999","0.848199367523193","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNRF1"
"ERICH6","Glutamate Rich 6","Protein Coding","Q7L0X2","40","GC03M150659","0.846435785293579","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERICH6"
"CMBL","Carboxymethylenebutenolidase Homolog","Protein Coding","Q96DG6","48","GC05M010275","0.832251310348511","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CMBL"
"GRIK3","Glutamate Ionotropic Receptor Kainate Type Subunit 3","Protein Coding","Q13003","55","GC01M036795","0.831136345863342","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIK3"
"SREBF2-AS1","SREBF2 Antisense RNA 1","RNA Gene","","15","GC22M083307","0.828085362911224","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SREBF2-AS1"
"PAM","Peptidylglycine Alpha-Amidating Monooxygenase","Protein Coding","P19021","54","GC05P102753","0.826271772384644","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAM"
"RPS25","Ribosomal Protein S25","Protein Coding","P62851","49","GC11M119015","0.824943542480469","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS25"
"GLUD1P5","Glutamate Dehydrogenase 1 Pseudogene 5","Pseudogene","","8","GC10P031617","0.814058423042297","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLUD1P5"
"USP15","Ubiquitin Specific Peptidase 15","Protein Coding","Q9Y4E8","57","GC12P062260","0.811749219894409","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP15"
"PCSK6","Proprotein Convertase Subtilisin/Kexin Type 6","Protein Coding","P29122","52","GC15M156156","0.807997465133667","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCSK6"
"CROT","Carnitine O-Octanoyltransferase","Protein Coding","Q9UKG9","51","GC07P090876","0.807488679885864","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CROT"
"MMP19","Matrix Metallopeptidase 19","Protein Coding","Q99542","59","GC12M055835","0.801641583442688","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP19"
"POLR1F","RNA Polymerase I Subunit F","Protein Coding","Q3B726","41","GC07M019695","0.793932855129242","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR1F"
"ASNSD1","Asparagine Synthetase Domain Containing 1","Protein Coding","Q9NWL6","41","GC02P189661","0.774141907691956","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASNSD1"
